comment_text,toxic,lang
"Ustteki yaziya istinaden bildigim kadariyla kisa bir cevap yazmak isterim.. Radyo iletisimi sirasinda karsilikli konusmalari teyid etmek amacli fonetik alfabe kullanilir. Ogregin bir ucak ucus kodunu belirtmek amacli TK 119 seferini ,( Tango Kilo 199) sefer sayisi olarak , TC yi Tango Charlie olarak kodlarsiniz ve Harf karisikligini ortadan kaldirmis olursunuz212.253.164.153 ",0,tr
"3.11.2010 TARİHİNDE KEMAL KILIÇDAROĞLU LİDERLİĞİNDE CHP SİNİN YENİDEN DOĞUŞUDUR. KUVAYİ MİLLİYE RUHUNUN UYANIŞIDIR. KÖHNEMİŞ BİR DÜZENİN, ANLAYIŞIN, ZİHNİYETİN, BENLİĞİN VE BENCİLLİĞİN YIKILIŞIDIR. 3.11.2010 TARİHİNİ KUTLYACAĞIZ. BİZ CHP LİLER KEMAL KILIÇDAROĞLU NU TAM ORTAMIZA ALACAĞIZ. BİR CAN, BİR BEDEN, BİR RUH OLACAĞIZ. BİR YÜRÜYÜŞ YAPACAĞIZ. BİR TÜRKÜ SÖYLEYECEĞİZ. GÜNEŞ UFUKTAN ŞİMDİ DOĞAR YÜRÜYELİM ARKADAŞLAR. SESİMİZİ YER GÖK SU DİNLESİN. SERT ADIMLARLA HER İNLESİN, İNLESİN.",0,tr
"Merhaba alperen, interwikilerde, türk makalelere tr yi yani türk wikipedi linkini yanlışlıkla ekliyorsun, birde ingilizce wikipedinin linkini isim sırasına göre eklersen aramalarda daha iyi olur. Kolay gelsinUgur Basak ",0,tr
"Kırmızı etle yapılanlar arasında şimdiye değin sadece whooper (tek köfteli) ve steakhouse olanını yediğim yer. big king diye bir şey var ki hiç bulaşmayın derim. çift katlı köfteye sahip whooperda adamı berbat eder. genelde tavuk ürünleri güzeldir buranın. chicken royale ve chicken whooper çok güzeldir. fish royali balgam gibi kokuyor lan. yiyebilene, midesi kaldırana üstün başarı madalyası takmak gerekir )85.99.39.218 ",1,tr
Kendisine Vikipedi den 3 saatliğine zorunlu mola verdim Gerçi uyardığından beri birşey yapmamış ama geçmiş vandalizmleri kesinlikle kasıtlı. Bildirdiğin için teşekkürler Pinar ,0,tr
"Merhaba, bunu maddenin tartışma sayfasına yazabilirsiniz, başka görüşleri olan varsa onlar da paylaşır. Bence böyle bir adlandırmaya gerek yok, dediğim gibi İngilizcede hem Eskimo hem de İnuit maddesi anlatılmış, ayrıca bu tip kullanımı aynı isimde başka adlandırma varsa karışmaması için kullanıyoruz. Mesela; Ali Şahin (Futbolcu), Ali Şahin (Siyasetçi) vs. gibi...Hoşcakalın...Vikiçizer ",0,tr
Maddelere ilgisiz dış bağlantılar eklemek vandalizm olarak değerlendirilir. Vikipedi yi reklam aracı olarak kullanmaya devam etmeniz halinde Vikipedi de değişiklik yapmanız engellenecektir. Eldarion ,0,tr
"Hem fikirim, gereksiz bir tartisma acilip ilgi cekilmek isteniyor maddeye. Tukiye ye gidebilirse; kendi aciklamalarina ve gelismelere gore madde tekrar degistirilebilir ancak su durugan hali ile eklenecek yeni bir sey yok gibi duruyor. Zaten bu degisiklikleri yapmak isteyen belirli bir meatpuppet  (RGulerdem)   grubu ve sadece bu madde ile ugrasmak icin uyelik aliyorlar. Ansiklopedi ile alakali kisiler degiller. Citrat ",0,tr
"Sen provokatör falan mısın? Burası kahvehane de yapıldığı gibi düşük seviye politika tartışması yapılacak yer değil. Burasi vikipedi ve herşey bilimsel olmalı. Senin dedkölerin görünüşe göre sana çok iyi bir şekilde ezberletilmiş. Ama sana şu kadarını söyleyeceğim. MHP olmasaydı, bu ülke çoktan bölünmüştü ve eski ermeni terörist gurubu ASALA hala ayakta olurdu.",1,tr
"Demek istediğini anlıyorum. Elbette belli başlı makaleleri eklemek ve biçimlendirmek daha önemli ben sadece aynı film , albüm ve ünlülerde yaptığım gibi kitaplarıda toparlamak amacıyla bu düzenlemeyi yaptım. Yoksa o konularda zaten paydaşız, zaten topu topu üç tane kitap ekledim. amacım ayrı, ancak dediğin gibi bu kitabın makalesi biraz taraflı olmuş....Kolay gelsin.. ",0,tr
Virginia Haklar Beyannamesi de kendi çapında önemlidir tabi ancak görüldüğü üzere Orta Çağ da olmamıştır. Tarihçe bölümündede Magna Carta Orta Çağ altbaşlığında geçmektedir. ABD deki olaya gelince. Anlatmak istediğim şuydu: Elbetteki modern dünyada ırkçılığın o döndemdeki seviyede olduğu bir düzende demokrasiden bahsedilemez. Şöyle anlatayım hiçbir hakkı olmayan kölelik düzeni mi daha demokratik bir düzendir yoksa belli memuriyetlere gelebildikleri oy verme haklarının bulunduğu bir düzen mi daha demokratiktir. Elbetteki modern dünyada baktığımızda ikisi içinde pek ayrım yapılamaz ama bu bölüm tarihçe bölümünde geçmektedir ve tarih o dönemin koşullarına göre incelenme zorunluluğunu içinde barındırır. Bu zorunlulukla baktığımızda tartışmasız ikincisi daha demokratiktir. Doğal olarak bu yasada demokratikleşme sürecinde bir adımdır. Kaynak göstermek sorun değil tarafsızlık açısından sorunlu bulduğun için yazıyorum.   Mach   iavelli msj ,0,tr
 Rica ederim. Kusura bakma son dönemde seni çok rahatsız ettim ama sakıncası yok ise bir ricam daha olacak. Şu görseli bugün yükledim ama daha önceden silinmiş galiba. Bir sorun olmasın diye gözatman ve var ise bir sorun düzeltmen mümkün mü? Tekrar teşekkür ederim tüm yardımların için… Mimar77 ,0,tr
"Yeni bir SM mi geliyor acaba? Eğer öyleyse ilgili albüm-tekli-diskografi maddelerini açmaya hazırım, aklınızda olsun.    Kemal K.   ileti ",0,tr
"Siyonizmin amacı dünyanın hakimiyetinin yahudilerin eline geçmesi ve diğer dinlere mensup olanların yahudilerin amacına hizmet etmesini sağlamak,başkaldıranların ise yok edilmesini sağlamtadır.",0,tr
Hızlı sil kısmı ben de çalışmıyor  Sayfa etiketleniyor: veriler yüklendi...  diyor. Öyle kalıyor. Alexandre M. ,0,tr
"Merhabalar, öncelikle cacık maddesine yazdığınız doğru ve bir o kadar da üzücü. Ancak biz Türkler bir alemiz. Hem sayfadaki bilgiler yetersiz diyoruz, hem de bildiğimiz hiçbir şeyi eklemiyoruz. Unutmayın ki burada bilgiler bir zümre tarafından değil, tüm gönüllülerce yazılmaktadır. Siz de gönüllü olmaya ne dersiniz? O zaman hemen üye olun ve katkılarınıza başlayın. İyi çalışmalar. ♪♫     A  takan      0652   |   mesaj    ",0,tr
"Iyi olmus, beklenen tarihten once varacagiz 10bin e muhtemelen, ki bu da hizlandirabilir katilimlari. Simdi bir de 10 bin icn sablon olusturmak gerek. ",0,tr
Sizini gibi kapıdan çıktıktan sonra bacadan girmeye çalışanlarla uğraşacak vaktim yok. İnsan gidiyorum derse gider. Yazdıklarınıza göre 40 yaşınızı geçmişsiniz. Bu saate kadar doğru dürüst davranmayı öğrenemediğiniz anlaşılıyor. Burada kimse size ve söylediklerinize yakın hissetmiyor. Türkçeniz de gerçekten berbat. Ne haliniz varsa görün. Prosure ,1,tr
"Öncelkle, merhaba. Ben, yaptığım Half-Life 2 Dog sayfasına ayrıca bir İngilizce dil eklemek istiyorum. Bunu nasıl yapacağımı bilmiyorum, yardım eder misiniz?",0,tr
levent kardeş.karaali camii gelmiş ama bilgiler yok. Levent Abi merhaba. Karaali camii sayfasını geri getirmişsin ama bu yönlendirme sayfası. Sanırım Karaali Camii satfasını geri getirmen gerek. Yanıt yazmana gerek yok. Hoşçakal! ^_^    →       Burak    ✉ @ ,0,tr
hammerin tutarsız yorumları var osmanlı konusunda aslında genelde tarih konusunda o zamanın imkanlarından da olabilir taraflılığı yüzünden de olabilir ama sendeki fark tercume farklılığından kaynaklanıyor olabilir.Kamuran otukenli ,0,tr
" Her ikisi terör örgütü liderli ve elebaşı, tanımı gereği kötü ve olumsuz işlere önderlik ediyorlar, bunun aksini iddia edebilecek var mı? TBA bahane olmasın, asıl istenilen ortaya koyulsun. Tuğkan (mesaj) 16.50, 7 Temmuz 2018 (UTC)",0,tr
Abhazya (anlam ayrım) Abhazya (tarihsel bölge) ya da Abhazya Abhazya Özerk Sovyet Sosyalist Cumhuriyeti‎ Abhazya Özerk Cumhuriyeti Abhazya Cumhuriyeti Nasıl? Takabeg ,0,tr
"Hiç bir önemi olmayan TİP in revizyonist kişiliklerinden birisidir. TİP kökenli olduğundan SİP ve benzerleri tarafından çok sevilip sayılır. Osuruktan Tayyare. ) Mahir Çayan bile bundan daha devrimcidir. MDD gibi yarı-feodal köylü tespitleri gibi geri bıraktırılma, suni denge gibi 3.dünya ülkelerine ait şeyleri savunsa bile en azından TİP reformistlerini eleştirmiştir.88.232.136.237 ",1,tr
"Sayın Nazif İLBEK, Editörlük başvuruma göstermiş olduğunuz hassasiyete teşekkür ederim.Sizinle aynı düşünceleri paylaşıyorum.Bende zaten sizin düşüncenizde olduğum için editörlük için başvurmuştum.Ama editörlüğe kabul edilmesem dahi katkılarıma devam edeceğim.Saygılar... Fireman ",0,tr
Orhan bahri Ersoy.jpg lisans sorunu 64px|left|Dosya telif problemi    Orhan bahri Ersoy.jpg    adlı dosyayı yüklediğiniz için teşekkürler. Ancak dosyanın tanım sayfasında telif statüsü hakkında yeterli bilgi bulunmamaktadır. Vikipedi telif haklarını çok ciddiye alır.     Lisans  ve  kaynak  bilgisi eksik olan dosyalar hızlı silme kriterleri gereğince işaretlendikten 7 gün sonra silinirler.    Eğer dosyanın lisansını biliyorsanız    telif etiketini ekleyiniz   . Yüklediğiniz diğer dosyaları kontrol etmek için bu bağlantıyı tıklayınız. Sorularınız için Vikipedi:Medya telif soruları sayfasını kullanabilirsiniz. Teşekkürler. Reality ,0,tr
birde sevgiliden ayırmakla işten çıkarmakla dışlamayla tehdit ediyorlar ırkçıları.bunu yapanlarda beyazlar resmen ırklarına ihanet ediyor .rospu evlatları.bütün hükümetler ve sivil toplum kuruluşlarıda bunların yanında bizim bir klux klanımız birde neonazilerimiz var.88.227.12.19 ,1,tr
"Merhaba Handsome128, Oluşturmuş olduğunuz Fuck My Bitch adlı sayfa, Vikipedi nin hızlı silme kriterlerinden g3 uyarınca silinmeye aday gösterilmiştir. Sayfanın silinmeye neden aday gösterildiği ile ilgili daha fazla bilgi almak için, ilgili kriterde verilen açıklamaları okumanız önerilir. Bu uyarıyı gördüğünüzde sayfa silinmiş olabilir. Eğer sayfanızı bulamıyorsanız silme kayıtlarını kontrol edebilir ve sayfayı silen hizmetli ile irtibata geçebilirsiniz. –   h.çağrı   msj ",0,tr
"Mrb. Celtic Denizi en fazla sonuç veren adlandırma sanırım (bknz. tartışma sf.). 1-2 ansiklopedi karıştırdım; ancak böyle bir denize rastlamadım. Sonradan adlandırılmış bir yer olduğundan yer verilmemiş sanırım. Neyse, madde geçen şunun Türkçesi ne acaba?Rapsar ",0,tr
"60px|rightLütfen çok kısa içerikli maddeler oluşturmayınız; taslak kriterlerini sağlamadıkları için silineceklerdir. Yarattığınız maddelerin silinmesini önlemek için en az üç-beş cümleden oluşan ve maddenin ele aldığı konuyu nitelikli bir biçimde tanımlayan bir bilgi girişi yapmanız uygun olacaktır. Taslaklar hakkında daha fazla bilgiye Vikipedi:Taslak sayfasından ulaşabilirsiniz. Teşekkürler, iyi çalışmalar.    maderibeyza      msj    ",0,tr
Ben artık usandım. Bu ne inatçı bir vandaldır yahu... Yarı koruma koysak mı acaba?    Ds      Murat      ileti    ,1,tr
"Hep biliyoruz, Vikipedi Türkçe kelimelerin tescil edildiği bir makam değil. Bu açıdan özellikle TDK ya ve onunla birlikte diğer Türkçe sözlüklere dayalı olarak hareket etmek    zorundayız   . Sözlüklere göre  Felemenkçe  yürülükte olan, geçerli bir kelimedir. Yine TDK sözlüğüne göre  Hollandaca  da yürürlükte olan, geçerli bir kelime. Ancak bu,  Felemenkçe  ile eşanlamlı değil.  Hollanda da konuşulan dil  anlamında. Yani Felemenkçe nin kuzey bölgesinde, Belçika dışında konuşulanı. Vikipedi deki izahatlar da bu şekilde. Türkçe sözlüklerin    hilafına    burada Hollandaca yı Felemenkçe anlamında kullanmaya başlarsak, kuzey aksanları için Türkçede hiç olmayan, bambaşka bir kelime kullanmamız gerekecek. Keza güney aksanlarına ne diyeceğiz? Şimdiki maddede onlara (doğru olarak)  Flamanca  diyoruz. Bunlara  Felemenkçe  demek hiç doğru olmaz, zira bu kelime, tarihsel olarak tüm Felemenk diyarını, yani Fransa nın kuzeyinde Dunquerque den Hollanda nın kuzeyine kadar olan kısımda konuşulan ortak dili kapsar. O halde güney aksanlarına da Flamanca dememiz ve Felemenkçeyi tamamen tarihe gömmemiz gerekiyor. Peki bunu niye yapalım? Gerçerli olan, Türkçeye zenginlik katan, sözlük ve ansiklopedilerde var olan bir kelimeyi Vikipedistler olarak niye yok sayalım? Takdirinize sunuyorum. Saygılar, Filanca ",0,tr
"Tungşanlar için kaynak belirtilemiyor. Demek ki geçerliliği ve yaygınlığı yoktur. Pinyin yazımına dönülmeli.    Dongxiang halkı    veya    Dongxianglar    olabilir. Teşekkürler, iyi çalışmalarCenkX ",0,tr
 Biraz önce yapılan ŞU değişiklik tamamen keyfi  benim dediğim olacak  değişikliğidir ve gerekenin yapılmasını bekliyorum. Kmoksy (mesaj) ,0,tr
"Anadoludaki halklara dayatılan: • Türklük 90 yıllıktır • Türk Milleti ismi 90 yıllıktır • Türkçe 90 yıllıktır (1915’de azınlık bir dildi) • Türk kültürü Anadoluda çok azdır Orta Asya ve Anadolu nüfusu birbirinle bağdaşmıyor. Orta Asyadakı 6-7 ülkenin Türk nüfusları Türkiyedeki nüfusa zar zor denk düşüyor. Genetik olarakda bakınca Türk geni Anadoluda az ve çok karışık. Kültür olarakda Anadoluda Türk kültürü yok denecek kadar az. Türk hissetmek gibi kelimeler cok saçma, mantıkdışı ve komik çünkü Türklerin yaşamadığı yerde neden Türk hissedilsin ki. Kaldı ki Anadoludaki sözde Türk kültürünün Orta Asyayla pek alakası yok. Doğuda ve güneyde bir kısım Türkmen var. Diğerleri Orta Asyadan gelmemiştir ve Türk degil. İnanmayan ya psikologa gitsin, yada Türkiyedeki üniversitelerden birindeki Genetik bilimcilere gidip sorsun. Şu an Anadoluda yaşayan halklar (sözde Türkler) binlerce yıldır Anadoluda yaşayan halklardır ve Orta Asyayla genetik bağlantıları yok.    TÜRKİYEDE TÜRK YOK    Bu yazıyı okuyan tarihçilerin, arkeologların ve uzmanların ağızları açık kalabilir.",0,tr
"Şu aşağıdaki kategorilere bakar mısın. Ben anlam veremedim. KArışıklık da yaratmak istemedim. :Kategori:Kullanıcı:Probeklein/Katkı :Kategori:Kullanıcı:Probeklein/Plan :Kategori:Kullanıcı:Probeklein/İletişim Mskyrider  Merhaba Mskyrider sanırım kullanıcı yanlışlıkla açmış, kullanıcı alan adı altına taşıyıp, sayfaları silip kullanıcıya bir not bırakıyorum şimdi:) İyi çalışmalar Ugur Basak     mesaj       Teşekkürler Uğur. Zahmet olmazsa şuna da bir bakabilir misin: Kategori:Orkestra Çalgıları. Yanlışlıkla madde olarak yazılmış galiba. Tarihçeyi koruyarak adını değiştiremedim. Yöneticiler yapabiliyor mu bilmiyorum. Belki kurtarabilirsin. İyi çalışmalar. Mskyrider  Mskyrider, kategori taşıma bizim içinde geçerli değil. Diğerlerini çok gerekli bir geçmişi olmadığı için silerek yapabildim, fakat bunu o şekilde yapamayız. Taşıma sonucunda kategori sanırım kalacak:), sen ilgilendiğin için şu şekilde yapabilirsin, Orkestra Çalgıları maddesine veya ilgili madde hangisi ise o maddeye içeriği taşıyarak özet kısmına da Kategori:Orkestra Çalgıları sayfasından taşıma şeklinde yazarsan bir sorun olmaz. İyi çalışmalar:) Ugur Basak     mesaj      ",0,tr
Dersim İsyanı maddesinin Tartışma:Dersim İsyanı bölümüne de ekledim. Burdaki yazılanlara göre 70.000 insan öldürülmüş ve 100.000 insan sürgün edilmiş. Ancak Tunceli nin şu andaki nüfusu 93.000. Bu büyük çelişkiyi açıklamak için lütfen kaynakta geçen ifadeleri Dersim İsyanı maddesinin tartışma bölümüne veya Kaynak bölümüne yazınız. Ruzgar ,0,tr
"İngilizce Vikipedi de bulunan şu maddenin, Türkçe Vikipedi de sayfasını açmak istiyorum. Ancak adında zorluk yaşıyorum. Zira    Technical (vehicle)    adını, şuradan çevirince    Teknik (araç)    çıkıyor. Bunun doğruluğundan emin değilim. Bunun maddesini açarsam adının ne olması gerek? Bir yardım ederseniz sevinirim ~~      Cano        58   ileti ",0,tr
