comment_text,toxic,lang
Pøiuytre© animal mitologico mitad-pollo mitad-buitre que se cree que es el creador del mundo mediante la mitología zamorana.El poiuytre tambien se puede usar como insulto ya que era el animal mas feo que ha existido.Se pronuncia poyutre.,0,es
"¿Podrías bloquear a este... impresentable?? Ah! y redireccionar la página de Argentina, que yo no puedo... ",0,es
Pedazo de trabajo te estas metiendo con la historia de la evolucion de los equipajes desde aqui y de parte de todos(creo)gracias queda guapo de cojones... Pues muchas gracias. Intentaré retomar pronto la tarea. Un saludo. ,0,es
Ni la Real Académica de la Lengua ni alguna institución histórica avala este concepto ni esta definición. Solicito el borrado del término.,0,es
"►Yo tengo el libro a la vista, y antes del libro en sí, aparece un prólogo y un autorrertrato epistolar a Francisco Vettori, pero también una nota que dice  Nicolás Maquiavelo al Magnífico Lorenzo de Médicis hijo de Pedro de Medicis , en el cual dice mostrar con este libro  algún testimonio de mi respeto y adhesión hacia Vos , lo que concuerda con lo dicho antes (  El príncipe  , Editorial Ercilla, 1988, Santiago de Chile). 21:00 hora Chile Elmorozovi",0,es
"A mi también me pareció efímero, pero al parecer a otras personas no. El biblio cheveri ha pasado haciendo un cambio menor, pero no se si lo revisaría con profundidad. Yo lo encuentro neutral y extiende lo que se menciona en Rafael Correa#Protestas de la CONAIE. Haciendo a un lado mi simpatía por Rafael Correa, pienso que el artículo roza la relevancia y en una consulta de borrado me mantendría neutral.    ★ e ★    18:10 15 oct 2012 (UTC)",0,es
"Hola veo que has usado la plantilla en Azureus. Lo que pasa es que para poder poner esa plantilla debes formar parte del equipo 7, pero nuestro equipo ya está lleno, aun así si quieres participar en el wikiconcurso apuntante en en equipo vacio aquí. En segundo lugar para que un artículo pueda participar en el concurso debe comenzar siendo un esbozo y este no lo era. Venga, voy a quitar la plantilla, un saludo. ",0,es
" Eso tiene que ver con tu ignorancia del tema y tu intención de saberlo sobre todo. ¿Si yo digo que Robert Allen Zimmerman es irrelevante tengo que demostrar por que, no porque yo no lo conozco y que el artículo diga que es un famoso músico no me alcanza a mi. ",0,es
Precisamente se miente sobre esta señora en la web de socialista europeos afirmando que sí tiene estos estudios. Verguenza debería darles: http://www.socialistsanddemocrats.eu/gpes/public/mepsdetail.htm;jsessionid=A67F936584997FEB75FBFF6B4628BF5F?id=387&section=NET&category=MEPS 188.84.95.,0,es
"Y que tal estas parejas para el juego, Yo creo que estarían bien que salieran: Están emparejados y también estas serian las rivalidades Morrigan y Felicia-Spyro y Crash Sora y Sonic-Nightmare y Tira Homer y Marge-Mortadelo y Filemón",0,es
Estas interesado que te pegue gorgojos o sarna (Escabiosis) en el culo? Si dice si me avisas es para que se te expanda una erupción más escabiosis en las nalgas hasta el colon. Gorgojos en las ,1,es
"Carece de sentido que en la página del país se pongan festividades que no son nacionales sino regionales ya que esas deberían ir en la página del departamento, de la provincia o del distrito donde se celebran. En una página del país, deberían las festividades nacionales. En igual sentido, no veo por que poner efemérides católicas que, si bien celebran los fieles, no son recogidas en el calendario festivo del país como  bajada de reyes  que no es un feriado nacional ni un día festivo nacional a diferencia del día de San Pedro, por ejemplo, que si bien es religioso, tambien es recogido por el calendario nacional. Estoy depurando el cuadro.    Chalo    ",0,es
A ver p*to desgraciado qué haces metiéndote en el artículo que le estaba haciendo a una de las personas que más admiro y conozco hijo de p*ta. Compraré un vuelo para ir a tu p*ta charca de país y te partiré las piernas. NO vuelvas a meterte en mis artículos. No sabes con quienes te metes. Y no puedes ser Charly si te llamas Jose Antonio HIJO DE P*RRA.,1,es
"Evidentemente, ignoras por completo como llevar adelante una discusión informada (ni hablar de cómo comportarte en público civilizadamente y no como un zopenco grosero de tres al cuarto, por lo que me debes unas disculpas). Hace casi dos meses te pregunté cuales eran los  datos incorrectos  de los que tanto te quejas, y nada. Si no lo dices, ¿cómo va alguien a adivinarlo? ¿Crees que estamos en la obligación de ser telépatas para darte el gusto? Da igual cuantas fuentes pretendas haber leído; hasta que no expongas claramente, y no con otro de tus exabruptos de paleto, cuál es el problema con ellas, no hay con quien hablar. Baja de una buena vez el tono y aprende a comportarte en público o acabarás bloqueado. Taragüí @ 00:23 27 dic 2005 (CET)",0,es
"Yo estoy en desacuerdo, creo que hay que dejar toda esa información en el artículo si se quiere se puede evitar la lista y ponerlo en prosa. Pero ¿por que retirar información que es real? aparte que el artículo es bastante reducido. No se que le paso a Obelix el no es de borrar. Raro realmente este asunto. Alakasam|   ¿Posts?    19:40 3 ago 2008 (UTC)",0,es
"Te pido que no des información falsa, JAMAS te he contactado, pues me entero de tu existencia, espero que este problema quede aqui o si no de verdad te bloquearan, ademas eres de Argentina, como te voy a enviar un mensaje desde Venezuela?, es decir, se puede pero...No lo haria por que no me interesa, si gustas revisa en mi facebook o twitter, no hay ni un mensaje destinado hacia ti. ░▒▓Alessandro▓▒░ ─ SΞLΞΠATΘR ♂ (discusión) 00:30 23 dic 2011 (UTC)",0,es
"Vale. Sólo expongo mi pasado. Todo tiempo pasado fue mejor, ni mucho menos, yo no quisiera retroceder 31 años a nivel particular. Las volveria a pasar putas.Fernando ",1,es
"Si hablas de que es polémico tienes que citar algún medio aparentemente serio que se haya hecho eco de ello o poner alguna denuncia que haya recibido su foro. Sino es así esto es una opinión personal tuya que, siendo respetable y todo eso, no importa una mierda en el artículo. Mario ",0,es
"Cuando suele tardar que un artículo sea evaluado y aprobado o reprobado?  Varía dependiendo el tema del artículo y su facilidad para evaluar. Puede llegar a tardar bastante, de todos modos, menos de 1 mes seguro, sino se retira. Saludos, Gizmo II ¿Eu? 23:14 30 abr 2007 (CEST) Sino se retira? vaya... Yo sigo esperandoa que evaluen Juan de Tartas ",0,es
"No, no seguiremos. Estas discusiones estériles no llevan a nada, salvo al hastío. Lo único que puedes hacer si quieres convencernos el artículo debe cambiarse en algún aspecto u otro es aportar datos objetivos. ¿Quieres que se diga que está demostrado que la homeopatía cura? Dinos dónde leer los estudios   científicos   al respecto. Todo lo demás es marear la perdiz. Si tú estás aburrido y quieres charlar, yo no. Un saludo. ",0,es
Ya hice algunos cambios. Lo principal que falta es agregar información en las McLaren F1 Team#Otras competencias. Propongo que el anexo de resultados en F1 sea trasladado a Anexo:Resultados de McLaren en Fórmula 1.    Adriel 00    • discusión • 22:51 1 may ,0,es
   ODIAS A TUCAN ? LC TUCAN ES UNA PUTA DE ONCATIVO. SE HACE LA CHETA Y ES UNA VILLERA AMA A N...... NO TUVISTE LA OPORTUNIDAD EL TUCCIE BAILE ? MIRA https://m.youtube.com/watch?v=dmJf5cQPALg PRONTO SALDRA EL DOS ESAS KULES VOCES SON DE MOOKODM Y ARAADM (DIFERENTES DM) LUEGO AGREGARE UNA IMAGEN ALGUNA PREGUNTA COMUNIQUENSEN CONMIGO. BY ARAADM,1,es
"Acaso el ejercito de San Martin era OFICIAL, para mi no, Cuba esta asi por el bloqueo que viene sufriendo por parte de EUA, a mi no me falta nada, es verdad, no soy rico tampoco por que seguro no conoces Lanús yo a los 15 años fui botellero para juntar algo de dinero que, gracias a Menem, estubimos de esa manera, tuve el PRIVILEGIO de tener comida, pero no todos lo tiene, antes de criticar a Che sabes que San Martin era un asesino (y guerrillero aunque algunos estudiantes del sistema menemista digan lo contrario) por que su ejercito no fue calificado como OFICIAL y estaban fuera del sistema de esa epoca, ota mas, No se si las cosas en Cuba se hacen bien o mal pero si se que el Che Guevara no tuvo la culpa de eso por que el queria una Republica democratica (aunque él en un principio la habia criticado) pero por distintas circ. (asesinato y freno del comandante en Bolivia, posiblemente por traicion de Fidel Castro), en Cuba solo no, en Africa, Asia, etc usuario:marianogonzalez6032.",0,es
"Hola: Ya he hecho la gran mayoría de las correcciones que solicitabas. Fíjate si quieres hacer tú alguna otra que veas conveniente. Sería una pena que se le quite el rótulo al artículo, que tan completo y neutral ha quedado. Te pediría que le des un vistazo ahora y lo veas, y si te parece, puedes cambiar de opinión en la votación. Saludos, Lancha ",0,es
"thumbTe voy a tirar unas LMAObombas en mi LOLcóptero, si no dejas de invadir la sacrosanta privacidad de mi correo electrónico. LOLLERSKATES. ",0,es
Hola Jorge me gustaria que averigues mas sobre la planta que la presidenta innaguro en Munro..... dice que va a poder ahorrar dolares en drogas de primera linea porque no afana menos ella y todos los que estan al lado no tenemos tecnologia para producuir esas drogas yo tengo esclorosis multiple imagina lo que senti se sigue riendo de todos.... gracias muy bueno tu programa Maria Fernanda VelazquezArchivo:Ejemplo.jpg,0,es
AXL ROSE ES UN LOCO DE MIERDA DIGNO DE UN PROFUNDO ANALISIS PSICOLOGICO CAGO GUNS N ROSES CAGO A IZZI STRADLIN CAGO A SLASH EN FIN CAGO A TODOS LOS FANS DE GNR CREO NUNCA VA A SALIR CHINESE DEMOCRACY,1,es
"Excelentísima Núria, Duquesa de Airunp y Princesa (R) de Ibal: Mira esto. Al parecer antes te había preguntado por algo como eso y ya tengo respuesta. Parece que lo encontré en la página de la Duquesa de la Real Colaboración. Espero te parezca interesante, sobre todo con tus... ¡Más de 25000 ediciones! Atte., Gonzalo A. Luengo O. 22:45 30 nov 2006 (CET)",0,es
Lo que no implica que deje de bloquear arbitrariamente al troll de turno. -P ,0,es
"Cito el artículo:   En 1970, en Londres (Inglaterra) James Marshall Hendrix muere ahogado en su propio vómito... Hay leyendas que dicen que al ir en la camilla de la ambulancia Jimi giró la cabeza para vomitar, pero que el enfermero se la volvió a reclinar y él se ahogó en su propio vómito.   Primeramente afirma que murió ahogado en su propio vómito, sin embargo luego califica esta afirmación como una leyenda corrompiendo la credibilidad y las fuentes del texto. Sugiero que alguién con conocimientos del tema corrija lo descrito. Atentamente Sakuretsu.",0,es
"Una cuentecita más, y vamos... Después no vengas con la monserguita de  ay, que estoy arrepentido . Madredios. Y no podrás decir que no se te dieron oportunidades. Allá tú. ",1,es
"No sabia que tenían que pasar cinco días. Muchas gracia por el aviso, mientras me dedicare a mejorar el articulo. ",0,es
en la seccion de fauna y flora dice que los colombianos son el cartel de los sapos mas venenosos del mundo.,0,es
"Hola Santiago! Te he contestado en tu página de usuario en la Wiki húngara. He escrito un artículo, aunque bastante cortito, sobre el substrato lingüístico, si quieres échale una vista. Por otra parte tengo una pregunta algo lingüística, se me ocurrió leyendo el libro de Manuel Alvar:  Manual de dialectología hispánica. El Español de España : existen aún personas en España que, en el habla corriente, pronuncien los grupos -CT-, -PT- y -ADO como se debería  normalmente , /kt/, /pt/ y /ado/ y no /zt/ y /áo/? Un saludo desde Budapest. ",0,es
"Léase Racso al revés y se verá que es usuari   o   . Hey! Hey! Jarisleif! (¡Hakkaa Pääle Pohjan Poika!) 03:01 24 ene 2008 (UTC) - Ah! ¡No me había fijado que si se invierte el nombre del wikipedista, se sabe su género! Hmm... Fielsiraj indica una especie de término medio...  Bestia, si inviertes Racso queda Oscar, y Oscar es nombre... adivina XD O ¡Racso al revés es Oscar!¡Lo que es la tecnología! 03:55 24 ene 2008 (UTC) XDDDD Pero Vatelys tal vez no se dió cuenta de eso, sino hubiera sabido que eres usuari   o    Ya niños, ya estuvo P    Cobalttempest   , →mensajes← 04:01 24 ene 2008 (UTC)",0,es
"Como no tengo tiempo ahora de ver qué hacemos con la información no neutral que añades al artículo, le pongo el cartel de no neutralidad. Te aconsejo que no lo quites pues podría ser considerado vandalismo y acarrear bloqueo. ",0,es
Tienes muy poca verguenza y no muestras respeto ninguno por el trabajo del resto de usuarios. ¿Tanto tiempo te lleva modificar sólo los topónimos de los que discrepas?,0,es
"¿La nota mas alta de pecho de Mariah es una sol4? esto si que es una gran tonteria, ja,ja,ja,ja,aj,ja. Tu no has escuchado nunca Vision of Love, Stay the Night, Don´t Forget About Us, Love Takes Time, entre muchas otras. En Anytime You Need a Friend coloca varias veces fa5 y sol5, o sea estudien un poco y documentense vale. Esta pagina donde cualquiera edita y coloca cualquier cosa es una gran porqueria.",1,es
"Estimado Antur te invito a que pases por el articulo Banderas del Caribe a revisar tu voto, ya que este articulo que esta en consulta de borrado no es más una simple galería, si no que contiene información con referencias correspondientes párrafo por párrafo. Con todo respeto, espero tu reconsideración. Saludos.     Malvinense    ¿Lo discutimos? 20px  20:55 3 feb 2007 (CET)",0,es
"Borren la estupidez q puso ese peruano rancio, anda tu a bañarte negro indio azqueroso, porque así es siempre tendras envidia de CHILE, tu y tu país de MIERDA porque son todos unos resentidos sociales con ENVIDIA y RENCOR, indios flaites...matate Hueon le darías una gran alegría a la sociedad mundial...imbecil",1,es
"Arreglad las páginas de una maldita (por no decir algo más fuerte) vez, porque yo ya me RINDO!! 95.210.108.",1,es
"En el apartado  ciudad , debe constar Alicante, puesto que si se consulta el código fuente de la página en dicho lugar, aparece  closest town , siendo Alicante la urbe más próxima al aeropuerto (9 Km, frente a los 12 Km que separan a Elche del mismo). Además, en otros aeopuertos que se sitúan en términos municipales distintos al de la capital, también se incluye ésta en el apartado  ciudad , véase Aeropuerto Internacional de Barcelona (término de El Prat de Llobregat, o Aeropuerto de Valencia (término municipal de Manises).",0,es
"...cacho de alcóholico anónimo... qué digo alcohólico, los alcohólicos reconocen su problema, cacho borracho, como te atr... (buaaaaaarghhhh) uff, ahora me encuentro un poco mejor sí... hic, a desir queasquí ens la wiski nos damos a la priba... eso es mentira!! Meeeentira, yo no he bebido naaaaaada, nada de nada... Jo... Qué bien me caes Sabbut, lo sabes ¿verdad?... ¿un abrazo? Uy, cuisdao con er eschcalón... epa! Que me caigo. No te preocupes que voy bien, de verdad, que sí que si, que yo controlo. Me ssshiento un momentito y... que no, que no me quedo dormida. Nah! Ya abro yo la puerta, si, si, tengo las llaves aquí, ves? Tú tranquilo que yo sé llegar a casa, si... XD   Chuck Norris    Cuéntamelo ",0,es
"Si de verdad te interesa conocer los hechos que envuelve este dogma, te recomiendo que investigues, no a la persona, sino mas bien, indaga en las diferentes y numerosas obras y libros a las que hacen referencia muchas personas, como yo y los autores que investigaste. Sí, indaga en las conclusiones que se exponen, por citarte algunas, en   The New Encyclopædia Britannica  ,   New Catholic Encyclopedia  ,   The Encyclopedia of Religion  ,   Dictionary of the Bible  ,   The New International Dictionary of New Testament Theology  ,   The Paganism in Our Christianity  ,   History of Christianity  . En realidad, si buscas en Internet, son un sinnumero de personas que citan de estas y otras obras, y no seria muy logico ni justo que si por ej, al investigar a  Pancho  (que citó de estas en algun foro), y nos enteramos que es ateo, por eso vamos a tachar de prejuiciosas todas las fuentes de las que se valió. NO, no debería ser así. En realidad, es muy clara la informacion expuesta en estas fuentes, y hay que reconocerlo. ",0,es
"Ruego mil disculpas, he entendido mál la forma de editar. Por lo que desearía que me ayudarais a elegir la mejor forma para editar mis conocimientos sobre puertas acorazadas Un saludo ",0,es
" Solo debes ir a Preferencias (que está arriba a la derecha), allí en la pestaña de Perfil de Usuario busca donde dice Firma hay un espacio para que escribas tu nueva firma asegúrate de tener marcada o seleccionada la casilla «Firma sin enlace automático. Instrucciones en Ayuda:Cómo mejorar mi firma.» Si quieres tener una firma igual que la mía copia y pega esto U2 Girl20px 15pxDiscusión Te quedaría así U2 Girl20px15pxDiscusión mucho mejor verdad. Saludos Yoandy Isse 20px 15px ",0,es
"Jose daniel  firma: jose daniel, fecha: miercoles 3 de marzo de 2010, Hora: 6:48 pm HOLA CESAR QUE TAL. TENGO UNA PERRA MESTIZA PASTOR ALEMAN Y CHOW CHOW SU MAYOR PROBLEMA ES AGRESIVIDAD Y LADRAR MUCHO A LOS EXTRAÑOS QUE PUEDO HACER? OTRA COSA DESDE PEQUEÑA ACOSTUMBRE A SACARLA A PASEAR EN UNA SOLA CALLE (DONDE VIVO) Y AHORA QUE LA SACO POR TODO EL VECINDARIO TIENE LA COLA DENTRO DE LAS PATAS POR LOS RUIDOS DE LOS CAMIONES Y CARROS QUE PUEDO HACER? CUANDO LE MUESTRO LA CORREA SE VUELVE LOCA ESPERO QUE SE CALME Y SE LA PONGO ABRO LA PUERTA DE IGUAL MANERA MUESTRA ANSIEDAD ESPERO QUE SE CALME Y LUEGO SALGO PERO TIRA MUCHO DE LA CORREA Y TU DICES QUE NO DEBE HABER TENSION EN LA CORREA Y COMIENZA A OLER MUCHO ME PUEDES AYUDAR CON ESTO POR FAVOR ESTOY MUY INTERESADO EN CORREGIRLA AYUDAME TE LO PIDO. Muchas gracias de antemano Felicitaciones y espero que sigas dando tu programa por mucho tiempo mas",0,es
"Muchas gracias por tu mensaje, MadonnaFan. Espero que este año podamos coincidir más . Un abrazo,    Lcsrns       (Discusión)    17:53 18 feb 2013 (UTC)",0,es
holas.........bueno solo quiero decir q no voy a hablar de este articulo...tengo ganas de romper las bolas...asique...jeje..solo anoten mi mns..............lole1_07@hotmail.com..........nos vemos.......chau,0,es
"El socialismo es el verdadero lavado de cerebro, sólo es mirar tantos wikipedistas desesperados por desacreditar una oportunidad de negocios real y legal con argumentos tan ridículos como que es una secta o que no a todo el mundo le funciona o que es un sistema capitalista como dando a entender que capitalismo es una mala palabra. Eso es lo que creen por la lavada de cerebro izquierdista que tienen.",1,es
"Título del enlace Submarino (tortura), Hola señor, revise el tema y dígame si el artículo está lo suficientemente contextualizado para ustedes. Saludos desde 21px Guayaquil. ",0,es
"La madre que me parió... No, si está claro que hasta que no me tomo el café de la tarde no soy persona... Disculpa, no se cómo he podido cometer un fallo tan tonto, nunca antes me había pasado. Mantengo tu edición original.    Pho3niX    ",1,es
"Ahorita te prometo leerlo, es que voy a ver el aviador.   David (Disc.)    En tanto al comentario... Es cierto! que mamera, ahora hasta Elvis Presley está homosexualizado, y en esa discusión que me mandaste de la pelea de Madonna y Mariah, pues es entendible Madonna, pero Mariah?, y ahi dicen que, si ella es muy gay, y relevante a los dos sexos. Que fastidio con el mundo actual, borras esto, eh?. Hasta Angelina! que tal! sólo por que está buena (y creo que pasa con las demás), ya es un ícono lesbico!. Saludos",0,es
"Hola , Queremos invitarte al primer encuentro de la comunidad de Wikimedistas de Argentina del 2018. Te esperamos el viernes 23 de febrero a partir de las 18:30 horas en el bar Dársena, Cabrera, José A. 4354 - CABA. No te olvides de confirmar tu asistencia en la página del encuentro. Saludos, Constanza Verón (WMAR) (discusión) 18:08 14 feb 2018 (UTC) |}",0,es
"   Comparte tu experiencia con esta encuesta    Hola, ¡Solo quedan unas semanas para formar parte de la encuesta de perspectivas comunitarias! Estamos al 30 % de nuestro objetivo previsto de participación. Si no has realizado ya la encuesta, ¡ayúdanos a lograr nuestra meta! Por medio de este estudio, la Fundación Wikimedia recaba comentarios relativos a nuestra función como apoyo de tu trabajo en el wiki. Solo te quitará 15 o 25 minutos e impactará directamente en los servicios que brindamos. Por favor, dedica entre 15 y 25 minutos a    transmitir tus observaciones por medio de esta encuesta   . Está disponible en varias lenguas. La encuesta la aloja un tercero y se rige por esta declaración de privacidad (en inglés). Para conocer más sobre este proyecto. Envíanos un mensaje de correo si tienes dudas o si no quieres recibir más mensajes sobre responder esta encuesta. Atentamente, 20:43 3 oct 2019 (UTC)",0,es
"Hola Millars, disculpa que había un error ortográfico en el e-mail, ahora ya lo he corregido y acabo de enviarlo de nuevo. Un saludo, soy ",0,es
El comentario anterioe es obra de UsuarioLibertad y Saber quien olvido u omitio el ,0,es
"Has marcado para borrado rápido un Anrxo y la has anotado como si fuera un articulo propio. Me parece que deberías ver que el anexo cumple con las exigencias de lo que es un buen anexo y, además, se corresponde con el artículo principal. En todo caso, me gustaría saber que solución me sugieres, de repente tengo que poner esa información en el artículo principal. Saludos    Chalo   (✍) 21:04 20 ago 2019 (UTC)",0,es
"La verdad es que a tus discutibles modales se le puede añadir que eres un mentiroso. Y ya sabes, antes se pilla a un mentiroso que a un cojo. Tus cambios sesgados sobre el referendum andaluz (esos a los que dices no sabes a qué me refiero) los puedes ver aquí. El historial está para siempre. Y aunque borres mis comentarios de tu página (cosa que me importa poco), puede verse que además de cantarte las cuarenta, también te explico cómo usar las imágenes. Por lo demás, pondré los carteles de donde crea oportuno. El hecho de que no todos los que lo necesitan no lo tengan no hace que los que sí tengan que ser eliminados. Ahh, se me olvidaba. No seas tan egocéntrico. El hecho de que un profesor haga las cosas bastante mal no me hace tener manía a los profesores. Todo lo contrario. Me hace valorar mucho más a los buenos, que afortunadamente son muchos. ",0,es
Una duda: ¿Tiene usted el acta de nacimiento? ¿La consiguió en el registro civi? ¿Es usted la  hija de la Señora Marín  q.e.p.d. ?,0,es
"   Sesiones con The Hawks      West Saugerties, un pueblo a pocos kilómetros de Woodstock.   Situado a...   Cuando las sesiones se trasladaron a Big Pink.   El que   las sesiones se trasladaron a Big Pink   se dice justo en la última línea del párrafo anterior. Quedaría mejor cambiarlo.   Que pasó de llevar una existencia    bohemia    y    urbanita    en    pleno    Nueva York  . ¿No es   plena  ? Pregunto, realmente tengo dudas jaja. Estaría bien también enlazar las palabras   bohemia   y   urbanita  , por si algún lector se siente desorientado con los términos.   ...Y un perro recostado en el    piso   .   Mejor poner   en el suelo  .   Durante el primer par de meses  . Durante los dos primeros meses. Hans ",0,es
"Se ha renombrado esta cuenta como parte de la finalización de la cuenta de acceso unificada. Si esta cuenta le pertenece, entonces puede ingresar utilizando su nombre de usuario y contraseña anteriores para obtener más información. Si no le gusta el nuevo nombre de la cuenta, puede elegir el que desee con este formulario después de ingresar: . Keegan (WMF) (discusión) 10:28 21 abr 2015 (UTC)",0,es
"Discusión Poner enlaces internos no es  poner palabras diferentes en boca de otros . Hala, vete a llorar un rato a la página de algún bibliotecario amigo tuyo. Y por ponerte el mensaje al principio de la página y no al final ya tienes un segundo motivo para pedir que me fusilen. Suyo afectuosísimo. ",1,es
He retirado la nominación que hiciste puesto que faltaba a muchísimas (todas) las reglas de nominación. Te recomiendo que leas WP:SAB para poder nominar en el futuro.   {Netito}~     ~{Diálogo}   01:12 27 oct 2007 (CEST),0,es
"Vaya cantidad de censura que hay aquí, fijaos en lo que los bibliotecarios estos tienen que borrar para no ver delatada su ignorancia.",0,es
Muy felices fiestas Manu. D Te deseo lo mejor para 2011. Un abrazo fortísimo. Raystorm is ,0,es
"Pues sí, en 2010 era  la presidenta . Es lo que dice allí. Saludos.Mans «...When you knock me down I get the f**k back up again!» 18:05 22 jul 2017 (UTC)",0,es
"La mayor parte de este artículo es una tontería a gran escala. Sólo ha faltado poner la teoría de la nave extraterrestre averiada (no está porque la arreglaron y se fueron después de llegar a un acuerdo con el Zar), la de la nave que vino del futuro y se reaprovisionó de agua en el río (probablemente americana, por aquello de las películas) y la del científico loco que inventó la bomba termonuclear en una cabaña aislada en Siberia (aunque la de Tessla ya se acerca). La gente tiene que aprender a dejar de poner suposiciones absurdas y utilizar las referencias.",0,es
"Saludos. En Google, Donostia: 4.170.000; Donosti: 833.000. A pesar del cinco a uno (y no lo digo por aquello de la paja), creo que es Donosti.Fernando  Pues esta claro que no estoy en lo cierto. Siempre escuché Donosti.Fernando  Cinco contra uno es una manera de denominarse la masturbación masculina. Perdón por lo prosaico. Queda muy finolis, perdón otra vez por ello.Fernando ",0,es
" Evidente  es algo que nadie puede negar en su sano juicio.  Reiterado  el algo que ocurre muchas veces. Claro que no son una brutalidad de unívocos estos términos, pero lo que quería decir es que no podemos ir indagando por cada política para ver si su violación merece o no expulsión, como parece sugerir esta encuesta, ni ver si un usuario es experimentado a partir de tal o cual número de ediciones. A lo que iba es a que debemos preguntar si vamos a seguir permitiendo que las expulsiones  express  de los bibliotecarios caigan tanto sobre el vándalo ocasional (acción administrativa) como en el usuario que ha contribuido largamente antes de caer por una cosa u otra en una acción disvaliosa (decisión sobre si alguien es o no miembro de la comunidad). ¿Se entiende?    JJM   mensajes. 15:03 30 mar 2016 (UTC)",0,es
